Title,Category,Sub-Category,Skills,Rating,Number of viewers,Site,Level,Price
Setting Expectations & Assessing Performance Issues,Business,Leadership and Management,,4.7,562.0,Coursera,,
Managing Cloud-native Applications with Kubernetes,Information Technology,Cloud Computing,"Cloud Platforms,Cloud Applications,Kubernetes,Cloud Computing,",4.7,22.0,Coursera,,
Character Design for Video Games,Arts and Humanities,Music and Art,,4.7,921.0,Coursera,,
AWS Fundamentals: Migrating to the Cloud,Information Technology,Cloud Computing,,4.4,27.0,Coursera,,
Spanish Vocabulary: Cultural Experience,Language Learning,Other Languages,,4.6,536.0,Coursera,,
"Recruiting, Hiring, and Onboarding Employees",Business,Business Essentials,"Onboarding,Recruiting,Human Resources (HR),Recruitment,",4.7,4033.0,Coursera,,
Number Theory and Cryptography,Computer Science,Algorithms,"Number Theory,Cryptography,Modular Exponentiation,",4.5,542.0,Coursera,,
Analysis for Business Systems,Information Technology,Data Management,"Business analysis skills and knowledge,Management,Project management skills and knowledge,",4.8,486.0,Coursera,,
Forecasting Skills: See the Future Before it Happens,Business,Business Essentials,"Foresight,Creativity,Strategic Thinking,Scenario Development,Innovation,",4.9,410.0,Coursera,,
Managing Machine Learning Projects with Google Cloud,Data Science,Machine Learning,,4.6,3589.0,Coursera,,
Exploring and Producing Data for Business Decision Making,Business,Business Essentials,"Data Analysis,Microsoft Excel,Statistical Analysis,Normal Distribution,",4.8,972.0,Coursera,,
"Application of AI, InsurTech, and Real Estate Technology",Business,Finance,,4.6,477.0,Coursera,,
Simulation Skills: This is Your Brain on the Future,Business,Business Essentials,"Foresight,Creativity,Strategic Planning,Simulation,Innovation,",4.8,329.0,Coursera,,
Automating Image Processing,Physical Science and Engineering,Electrical Engineering,"Image Processing,Object Detection,Matlab,video processing,",,,Coursera,,
Plant Bioinformatics,Health,Health Informatics,,4.8,215.0,Coursera,,
Teach English Now! Technology Enriched Teaching,Language Learning,Learning English,"Teaching,English Language,Lesson Plan,Plan,",4.9,1396.0,Coursera,,
AI Workflow: Business Priorities and Data Ingestion,Data Science,Machine Learning,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",4.3,147.0,Coursera,,
"Random Models, Nested and Split-plot Designs",Data Science,Probability and Statistics,,4.6,29.0,Coursera,,
Analytical Solutions to Common Healthcare Problems,Health,Health Informatics,,4.5,23.0,Coursera,,
Introduction to Relational Databases (RDBMS),Information Technology,Data Management,"Database (DB) Design,Database Architecture,Postgresql,MySQL,Relational Database Management System (RDBMS),",4.6,342.0,Coursera,,
Algorithms on Graphs,Computer Science,Algorithms,"Graph Theory,Graphs,Graph Algorithms,",4.7,2189.0,Coursera,,
AI in Healthcare Capstone,Health,Health Informatics,,4.7,118.0,Coursera,,
More Introduction to Financial Accounting,Business,Finance,"Financial Accounting,Financial Statement,Accounting,Generally Accepted Accounting Principles,Accounting Terminology,",4.8,496.0,Coursera,,
Building Resilient Streaming Analytics Systems on GCP 日本語版,Information Technology,Cloud Computing,,4.8,18.0,Coursera,,
"Introduction to Trading, Machine Learning & GCP",Data Science,Machine Learning,"Finance,Trading,Investment,Machine Learning applied to Finance,",4.0,780.0,Coursera,,
Physics 102 - Electric Charges and Fields,Physical Science and Engineering,Physics and Astronomy,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,",4.6,37.0,Coursera,,
"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",Computer Science,Algorithms,"Spanning Tree,Algorithms,Dynamic Programming,Greedy Algorithm,",4.8,1219.0,Coursera,,
Problem Solving with Excel,Data Science,Data Analysis,"Data Analysis,Microsoft Excel,Pivot Table,Data Cleansing,",4.7,5163.0,Coursera,,
FinTech Foundations and Overview,Business,Finance,,4.7,460.0,Coursera,,
"Database Architecture, Scale, and NoSQL with Elasticsearch",Computer Science,Software Development,,4.3,83.0,Coursera,,
Google SEO Capstone Project,Business,Marketing,,4.8,402.0,Coursera,,
企业金融概论（中文版）,Business,Business Strategy,,4.6,49.0,Coursera,,
Oracle SQL Proficiency,Computer Science,Software Development,,4.5,85.0,Coursera,,
Mathematics for Computer Science,Math and Logic,Math and Logic,,4.1,198.0,Coursera,,
English for Effective Business Speaking,Language Learning,Learning English,,4.6,635.0,Coursera,,
Estrategia de precios,Business,Marketing,"Marketing,Pricing Strategies,Business Strategy,Pricing,Strategic Management,",4.8,338.0,Coursera,,
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,Business,Marketing,,4.7,221.0,Coursera,,
Cultural intelligence: Become a global citizen,Business,Leadership and Management,,4.7,131.0,Coursera,,
Introduction to Intellectual Property,Social Sciences,Law,"Brand Management,Asset Management,Value Proposition,Intellectual Property,",4.8,824.0,Coursera,,
Guidance to Keep Newborn Babies Safe and Healthy,Health,Public Health,,4.8,200.0,Coursera,,
Teach English Now! Theories of Second Language Acquisition,Social Sciences,Education,,4.9,6381.0,Coursera,,
The GRC Approach to Managing Cybersecurity,Information Technology,Security,"Cybersecurity planning,Cybersecurity performance measurement,Risk identification,Risk treatment,",4.8,209.0,Coursera,,
"GIS Data Formats, Design and Quality",Physical Science and Engineering,Environmental Science and Sustainability,"Spatial Analysis,Analytics,Workflow,Data Management,",4.8,1971.0,Coursera,,
Successful Interviewing,Language Learning,Learning English,,4.6,160.0,Coursera,,
Increasing Real Estate Management Profits: Harnessing Data Analytics,Data Science,Data Analysis,"Data Analysis,Tableau Software,MySQL,SQL,",4.7,239.0,Coursera,,
"Ready, Set, Future! Introduction to Futures Thinking",Business,Business Essentials,"Foresight,Creativity,Strategic Thinking,Innovation,Leadership,",4.8,1021.0,Coursera,,
More C# Programming and Unity,Computer Science,Software Development,,4.8,555.0,Coursera,,
Design of High-Performance Optical Systems,Physical Science and Engineering,Electrical Engineering,,4.7,45.0,Coursera,,
The 3D Printing Revolution,Business,Entrepreneurship,"Materials,Product Development,New Product Development,Human–Computer Interaction,",4.7,1573.0,Coursera,,
Corporate Finance Essentials,Business,Finance,"Corporate Finance,Financial Risk,Evaluation,Investment,",4.8,2335.0,Coursera,,
Web Design: Wireframes to Prototypes,Arts and Humanities,Music and Art,"Sketch,Adobe XD,Adobe Illustrator,HTML/CSS,Balsamiq,",4.8,760.0,Coursera,,
Innovation Strategy: Developing Your Fintech strategy,Business,Business Strategy,,4.6,260.0,Coursera,,
The Critical Role of IT Support Staff in Healthcare,Health,Health Informatics,,4.7,477.0,Coursera,,
Introduction to Blockchain for Financial Services,Computer Science,Computer Security and Networks,"Collaborative Working Environment,Blockchain (Database),Open Collaboration,Access Structure,",4.7,614.0,Coursera,,
Microsoft Azure Cosmos DB,Information Technology,Data Management,"Microsoft Azure,Data Management,Relational Data,Non-relational Data,",4.4,59.0,Coursera,,
Health Care Delivery in Healthcare Organizations,Health,Healthcare Management,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,",4.7,108.0,Coursera,,
Wharton Business and Financial Modeling Capstone,Business,Business Essentials,"Summary Statistics,Financial Modeling,Diversification (Finance),Investment,",4.6,460.0,Coursera,,
Big Data Integration and Processing,Data Science,Data Analysis,"Big Data,Mongodb,Splunk,Apache Spark,",4.4,2375.0,Coursera,,
The Language and Tools of Financial Analysis,Business,Finance,"Ratio Analysis,Financial Analysis,Financial Ratio,Balance Sheet,",4.7,1298.0,Coursera,,
AWS Fundamentals: Addressing Security Risk,Information Technology,Cloud Computing,"aws,Information Privacy,Cloud Management,security,Cloud Applications,",4.4,3027.0,Coursera,,
"Creative Design, Prototyping, and Testing",Business,Marketing,"Product Development,Prototyping,Product Management,product design,User Experience (UX),",4.1,44.0,Coursera,,
Modernizing Data Lakes and Data Warehouses with Google Cloud,Information Technology,Cloud Computing,,4.7,2687.0,Coursera,,
Proyecto Final: Diseño y Gestión de Proyectos de Desarrollo,Social Sciences,Governance and Society,"Gestion de Proyectos de Desarrollo,Gestión de riesgos,Análisis e identificación de riesgos,Priorización de riesgos,Planificación estratégica,",4.9,14.0,Coursera,,
Challenges of Leading Individuals in the Tech Industry,Personal Development,Personal Development,"Creating a culture,Sustaining Engagement,Delegation,Transparency,Building Teams,",,,Coursera,,
Introduction to Computer Programming,Computer Science,Software Development,,4.1,789.0,Coursera,,
Salesforce Reporting,Business,Business Essentials,"Data Management,Cloud Integration,Data Security,Automation,Cloud Computing,",4.6,27.0,Coursera,,
Unordered Data Structures,Computer Science,Software Development,,4.7,520.0,Coursera,,
Working with the Media,Business,Marketing,"Press Release,Public Relations,Branding,Influencers,",4.5,21.0,Coursera,,
Mitigating Security Vulnerabilities on Google Cloud,Information Technology,Cloud Computing,,4.7,696.0,Coursera,,
Decision-Making and Scenarios,Business,Business Essentials,"Cash Flow,Financial Statement,Balance Sheet,Investment,",4.6,1684.0,Coursera,,
Building Web Applications in PHP,Computer Science,Mobile and Web Development,"Hypertext Preprocessor (PHP),HTML,Cascading Style Sheets (CSS),",4.7,4076.0,Coursera,,
Firm Level Economics: Markets and Allocations,Business,Finance,"Externality,Economics,Game Theory,Market (Economics),",4.9,1017.0,Coursera,,
Research Methodologies,Business,Marketing,"Collect primary and secondary data,Use qualitative and quantitative research methodologies,Adopt different sampling approaches,Evaluate different data collection approaches,",4.5,22.0,Coursera,,
"C++ Object Basics: Functions, Recursion, and Objects",Computer Science,Software Development,"Functions,Recursion,Objects,C++,Computer Science,",4.8,102.0,Coursera,,
Cybersecurity for Data Science,Information Technology,Security,"Communication,Risk Analysis,Problem Solving,",3.9,12.0,Coursera,,
Reliable Google Cloud Infrastructure: Design and Process,Information Technology,Cloud Computing,"Disaster Recovery,Site Reliability Engineering,Google Cloud Platform,Cloud Computing,",4.7,7124.0,Coursera,,
Acing the Product Management Interview,Computer Science,Design and Product,"Estimation Interview,Data Analysis Interview,Strategy Interview,Behavioral Interview,Product Design Interview,",4.7,94.0,Coursera,,
Sensors and Sensor Circuit Design,Physical Science and Engineering,Electrical Engineering,,4.6,1064.0,Coursera,,
Principles of fMRI 2,Data Science,Data Analysis,,4.7,225.0,Coursera,,
Leadership Principles for Software Engineers,Computer Science,Software Development,"People Management,Business Strategy,Cloud Engineering,Software Engineering,Program Management,",4.5,17.0,Coursera,,
Google Cloud Big Data and Machine Learning Fundamentals,Data Science,Machine Learning,"Tensorflow,Bigquery,Google Cloud Platform,Cloud Computing,",4.6,15528.0,Coursera,,
Google Calendar,Information Technology,Cloud Computing,,4.8,190.0,Coursera,,
"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more",Business,Marketing,"Advertising,Integrated Marketing Communications,Marketing Communications,Marketing,",4.7,2200.0,Coursera,,
Technologies and platforms for Artificial Intelligence,Computer Science,Algorithms,,,,Coursera,,
Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),Health,Healthcare Management,"Risk Management,Project Sustainment,Plan Implementation,",4.8,66.0,Coursera,,
Google Sheets en Español,Information Technology,Cloud Computing,,4.6,13.0,Coursera,,
Design and Conduct of Clinical Trials,Health,Public Health,"Clinical Trial Design,Randomization,Ethics,Masking,",4.8,52.0,Coursera,,
Equivalent Circuit Cell Model Simulation,Physical Science and Engineering,Electrical Engineering,,4.7,489.0,Coursera,,
Corporate Finance II: Financing Investments and Managing Risk,Business,Finance,"Risk Management,Corporate Finance,Mergers And Acquisitions (M&A),Debt,",4.8,815.0,Coursera,,
Data Analysis and Presentation Skills: the PwC Approach Final Project,Data Science,Data Analysis,,4.7,237.0,Coursera,,
Quantitative Methods,Physical Science and Engineering,Research Methods,,4.7,2166.0,Coursera,,
Gmail en Español,Information Technology,Cloud Computing,"File Shortcut,Email,Signature,Confidentiality,",4.8,120.0,Coursera,,
Biases and Portfolio Selection,Business,Finance,"Behavioral Finance,Cognitive Bias,Investment,Behavioral Economics,",4.6,266.0,Coursera,,
Blockchain Transformations of Financial Services,Computer Science,Computer Security and Networks,,4.7,166.0,Coursera,,
First Order Optical System Design,Physical Science and Engineering,Electrical Engineering,,4.3,289.0,Coursera,,
Business Process Management in Healthcare Organizations,Health,Healthcare Management,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,",4.6,145.0,Coursera,,
Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360,Physical Science and Engineering,Mechanical Engineering,"Autodesk,Simulation,Fusion 360,Engineering Design,Mechanical Engineering,",4.8,718.0,Coursera,,
TOEFL Reading and Listening Sections Skills Mastery,Language Learning,Learning English,,4.4,306.0,Coursera,,
Health Care Innovation,Health,Healthcare Management,,4.6,267.0,Coursera,,
Completing the Accounting Cycle,Business,Business Essentials,,4.7,69.0,Coursera,,
Dealing With Missing Data,Data Science,Data Analysis,,3.8,125.0,Coursera,,
Game Design and Development 1: 2D Shooter,Computer Science,Software Development,"Video Game Development,Unity,Game Design,technology,Game Making,",4.7,378.0,Coursera,,
Trademark Law,Social Sciences,Law,"Marketing,Brand Management,Strategic Planning,Value Proposition,",4.8,199.0,Coursera,,
Data Pipelines with TensorFlow Data Services,Computer Science,Software Development,"Artificial Neural Network,Tensorflow,Extraction, Transformation And Loading (ETL),Data Pipelines,TensorFlow Datasets,",4.4,465.0,Coursera,,
Blockchain Basics,Computer Science,Software Development,"Ethereum,Cryptography,Blockchains,Bitcoin,",4.6,7274.0,Coursera,,
Essential Linear Algebra for Data Science,Math and Logic,Math and Logic,"Derrivatives,Integrals,Algebra,Matrix Algebra,Numerical Analysis,",4.6,86.0,Coursera,,
Digital Manufacturing & Design,Physical Science and Engineering,Mechanical Engineering,"Artificial Intelligence (AI),Digital Design,Manufacturing Engineer,Industry 4.0,",4.7,3418.0,Coursera,,
Linux and Bash for Data Engineering,Information Technology,Data Management,"Bash (Unix Shell),Database (DBMS),Data Management,Linux,",4.6,55.0,Coursera,,
Risk governance: Manage the risks,Business,Leadership and Management,,4.8,324.0,Coursera,,
The Technology of Music Production,Arts and Humanities,Music and Art,"Audio Production,Audio Recording,Music,Sound Design,Audio Editing,",4.8,986.0,Coursera,,
Business Strategy,Business,Business Strategy,"Strategic Management,Business Model,Strategic Thinking,Business Strategy,",4.8,1803.0,Coursera,,
Predictive Modeling and Transforming Clinical Practice,Health,Health Informatics,,,,Coursera,,
Data Engineering and Machine Learning using Spark,Information Technology,Data Management,,3.9,89.0,Coursera,,
Financial Management Capstone,Business,Finance,"Financial Management,Risk Management,Financial Mismanagement,Financial Aid Management,",4.7,111.0,Coursera,,
IELTS Reading Section Skills Mastery,Language Learning,Learning English,,4.6,246.0,Coursera,,
Creative Artifacts,Computer Science,Design and Product,"Organizational Transformation,Artificial Intelligence (AI),Design Thinking,Applied Creativity,Computational Creativity,",4.7,13.0,Coursera,,
The Foundations of Cybersecurity,Information Technology,Security,"Security vulnerabilities and treatments,Threats to cybersecurity,Cybersecurity terminology,cybersecurity program elements,",4.8,537.0,Coursera,,
"Cameras, Exposure, and Photography",Arts and Humanities,Music and Art,"Confidence,History,Creativity,Photography,",4.8,4959.0,Coursera,,
Introduction to Concurrent Programming with GPUs,Computer Science,Software Development,"Cuda,Python Programming,Thread (Computing),C++,",,,Coursera,,
Content Strategy for Professionals: Ensuring Your Content's Impact,Business,Marketing,,4.6,169.0,Coursera,,
Machine Learning: Clustering & Retrieval,Data Science,Data Analysis,"Data Clustering Algorithms,K-Means Clustering,Machine Learning,K-D Tree,",4.7,2318.0,Coursera,,
Creativity Toolkit II: Creative Collaboration,Business,Entrepreneurship,"Social Skills,People Management,Working with Others,Storytelling,Knowledge of Human Behavior,",4.7,342.0,Coursera,,
Foundational Sustainability Skills & Competencies,Physical Science and Engineering,Environmental Science and Sustainability,"Sustainable Business,Communication,Sustainability,Project Planning,",,,Coursera,,
Distributed Computing with Spark SQL,Data Science,Data Analysis,"Data Science,Apache Spark,Delta Lake,SQL,",4.5,586.0,Coursera,,
Quantum Mechanics,Physical Science and Engineering,Mechanical Engineering,"Mechanical Engineering,Chemistry,Quantum Mechanics,",4.5,664.0,Coursera,,
Photography Capstone Project,Arts and Humanities,Music and Art,"Art,Project,Photography,Writing,",4.8,514.0,Coursera,,
Strategic Sourcing,Business,Leadership and Management,,4.7,195.0,Coursera,,
Survival Analysis in R for Public Health,Health,Public Health,"Understand common ways to choose what predictors go into a regression model,Run and interpret Kaplan-Meier curves in R,Construct a Cox regression model in R,",4.5,289.0,Coursera,,
Blockchain Platforms,Computer Science,Software Development,"Hyperledger,Microsoft Azure,Blockchain Platforms,Grid+,Augur,",4.6,1004.0,Coursera,,
Trauma Emergencies and Care,Health,Patient Care,"Dentures,Foams,Toe,Decontamination,",4.8,413.0,Coursera,,
Supplier Management,Business,Leadership and Management,,4.7,169.0,Coursera,,
Communicating In Groups and Teams,Personal Development,Personal Development,"Using active listening with teams,Getting and giving group feedback,Reacting productively to conflicts,Facilitating group meetings,Maximizing productive team cultures,",,,Coursera,,
Clinical Natural Language Processing,Data Science,Data Analysis,,3.5,20.0,Coursera,,
Adapt your leadership style,Business,Leadership and Management,"Communication,Staff Management,Leadership Development,",4.8,774.0,Coursera,,
The Social and Technical Context of Health Informatics,Health,Health Informatics,"health,Digital Health,Health Informatics,Decision Analysis,Informatics,",4.2,403.0,Coursera,,
The Finance of Climate Change,Business,Finance,"Understand how climate change risk exposure affects corporate decisions and value,Map the financial risks and opportunities of climate change,Understand the instruments investment funds and solutions to finance clean technologies and clean energy,Assess how climate change impacts financial intermediaries and systemic risks,",4.6,50.0,Coursera,,
Securing Linux Systems,Computer Science,Software Development,"Cybersecurity,Information Technology,Linux,",4.5,52.0,Coursera,,
Graphic Design,Business,Business Essentials,"Graphics,Typography,Presentation,Graphic Design,",4.8,2927.0,Coursera,,
Motors and Motor Control Circuits,Physical Science and Engineering,Electrical Engineering,,4.7,1321.0,Coursera,,
Guitar Scales and Chord Progressions,Arts and Humanities,Music and Art,"Tablature,Music notation,Guitar scales,Guitar chords,Guitar,",4.7,369.0,Coursera,,
Communicating Business Analytics Results,Data Science,Data Analysis,,4.5,493.0,Coursera,,
运营管理概论（中文版）,Business,Business Strategy,,4.7,44.0,Coursera,,
Transitions in Care from Survivorship to Hospice,Health,Patient Care,"Survivorship,Spiritual Distress,Hospice,",4.5,12.0,Coursera,,
The Marketing Plan,Business,Marketing,"Marketing Plan,Market Analysis,Planning,Marketing Strategy,",4.6,415.0,Coursera,,
Preventative Healthcare for the Newborn Baby,Health,Patient Care,,4.8,562.0,Coursera,,
Health Data Science Foundation,Data Science,Machine Learning,"Graphs,Unsupervised Learning,Autoencoder,Deep Learning,",,,Coursera,,
Supply Chain Planning,Business,Business Strategy,"Demand Planning,Data Analysis,Supply Chain,constrained forecast,supply planning,",4.4,41.0,Coursera,,
"Compensation, Expenses and Quotas",Business,Leadership and Management,,4.5,31.0,Coursera,,
Writing and Editing: Drafting,Personal Development,Personal Development,"Persuasion,Creativity,Writing,Time management,Editing,",4.8,298.0,Coursera,,
Real-Time Cyber Threat Detection and Mitigation,Computer Science,Computer Security and Networks,,4.7,582.0,Coursera,,
Accounting Analysis I: Measurement and Disclosure of Assets,Business,Business Essentials,,4.8,164.0,Coursera,,
Sales Pitch and Closing,Business,Business Essentials,,4.7,247.0,Coursera,,
New Models of Business in Society,Business,Leadership and Management,"Business Model,Management,Stakeholder Theory,Environmental Economics,Entrepreneurship,",4.7,3943.0,Coursera,,
Leadership Through Social Influence,Business,Leadership and Management,"Communication,Negotiation,Leadership,Communications Management,",4.7,1233.0,Coursera,,
Google Sheets,Information Technology,Cloud Computing,,4.8,206.0,Coursera,,
Palliative Care Always Capstone Course,Health,Patient Care,"Advance Care Planning,patient-centered care,Palliative Care,Psychosocial Support,",4.6,10.0,Coursera,,
Physics 102  - Magnetic Fields and Faraday's Law,Physical Science and Engineering,Physics and Astronomy,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,",,,Coursera,,
Introduction to FPGA Design for Embedded Systems,Physical Science and Engineering,Electrical Engineering,"Primality Test,Verilog,Digital Design,Static Timing Analysis,",4.6,1074.0,Coursera,,
Business Writing,Business,Business Essentials,"Grammar,Communication,Business Writing,Writing,",4.8,4286.0,Coursera,,
How Computers Work,Computer Science,Computer Security and Networks,,4.6,497.0,Coursera,,
Publishing Visualizations in R with Shiny and flexdashboard,Data Science,Data Analysis,,4.9,51.0,Coursera,,
"Planning, Auditing and Maintaining Enterprise Systems",Information Technology,Security,,4.7,201.0,Coursera,,
TensorFlow on Google Cloud,Data Science,Machine Learning,"Machine Learning,Python Programming,Build Input Data Pipeline,Tensorflow,keras,",4.4,2716.0,Coursera,,
Browser-based Models with TensorFlow.js,Computer Science,Software Development,"Convolutional Neural Network,Machine Learning,Tensorflow,Object Detection,TensorFlow.js,",4.7,910.0,Coursera,,
Introduction to Abnormal Psychology,Health,Psychology,,4.9,226.0,Coursera,,
Systems Biology and Biotechnology Capstone,Physical Science and Engineering,Research Methods,,4.5,11.0,Coursera,,
3D Printing Applications,Business,Entrepreneurship,,4.6,645.0,Coursera,,
FinTech and the Transformation in Financial Services,Business,Leadership and Management,"Open Banking,Financial Technology,Crowdfunding,Peer-To-Peer Lending,",4.3,1104.0,Coursera,,
Bioinformatic Methods II,Health,Health Informatics,,4.7,464.0,Coursera,,
"Dense Gases, Liquids and Solids",Physical Science and Engineering,Mechanical Engineering,"Gases,Solids,Thermodynamics,Liquids,Mechanical Engineering,",4.5,110.0,Coursera,,
Social Computing,Social Sciences,Governance and Society,,4.4,813.0,Coursera,,
Private Cloud Management on IBM Power Systems,Information Technology,Cloud Computing,"IBM PowerVC,infrastructure as a service,Openstack,Cloud Computing,IBM Cloud,",4.9,50.0,Coursera,,
The Data Scientist’s Toolbox,Data Science,Data Analysis,"Data Science,Github,R Programming,Rstudio,",4.6,33604.0,Coursera,,
3D Printing Capstone,Business,Entrepreneurship,,4.4,28.0,Coursera,,
Superbosses: Managing Talent & Leadership,Business,Leadership and Management,"People Development,Influencing,Leadership And Management,Leadership Development,Growth Strategies,",4.9,46.0,Coursera,,
Python Project for AI & Application Development,Computer Science,Software Development,"Artificial Intelligence (AI),Web Application,Python Programming,Application development,Flask,",4.3,319.0,Coursera,,
Creativity Toolkit I: Changing Perspectives,Business,Entrepreneurship,"Emotional Intelligence,Personal Productivity,Adaptibility,Problem Solving,Knowledge of Human Behavior,",4.8,544.0,Coursera,,
Network Security,Information Technology,Security,"Cyberattacks,Network Security,Threat,",4.8,31.0,Coursera,,
Design Principles: an Introduction,Computer Science,Design and Product,"A/B Testing,User Experience (UX),User Experience Design (UXD),User Interface,",4.6,1303.0,Coursera,,
Corporate Finance Essentials II,Business,Finance,"Bonds,Corporate Finance,Dividend Policy,Stocks,Market Efficiency,",4.8,74.0,Coursera,,
What is Social?,Business,Marketing,"Social Marketing,Social Network,Social Media Marketing,Social Media,",4.6,4051.0,Coursera,,
Digital Marketing Analytics in Practice,Data Science,Data Analysis,"Analytics,Digital Marketing,Marketing Analytics,Marketing Performance,",4.5,3247.0,Coursera,,
Accounting Data Analytics with Python,Data Science,Data Analysis,"Python Programming,Data Visualization (DataViz),Linear Regression,SQL,Data Preparation,",4.3,78.0,Coursera,,
Vector Calculus for Engineers,Math and Logic,Math and Logic,,4.8,1269.0,Coursera,,
Control Flow in RPA,Computer Science,Software Development,"Error Handling Approach & Activities,Control Flow Activities,Loops in Studio,Sequences,Flowcharts and Decision Making,",4.8,12.0,Coursera,,
Cloud Machine Learning Engineering and MLOps,Information Technology,Cloud Computing,,4.5,57.0,Coursera,,
Data Visualization Capstone,Data Science,Data Analysis,,5.0,25.0,Coursera,,
Human-Centered Design: an Introduction,Computer Science,Design and Product,"Rapid Prototyping,Storyboarding,Heuristic Evaluation,Paper Prototyping,",4.7,2699.0,Coursera,,
Introduction to Biology: Biodiversity,Physical Science and Engineering,Environmental Science and Sustainability,,,,Coursera,,
"Foundations of Diversity, Equity, and Inclusion",Business,Business Essentials,"Emotional Intelligence,Social Justice,Business Psychology,Cross-Cultural Communication,Critical Thinking,",,,Coursera,,
Structure: Building the Frame for Business Growth,Business,Entrepreneurship,,4.8,139.0,Coursera,,
Digital Fashion Reality,Business,Business Strategy,"Metaverse,Blockchain,Fashion Avatar Creation,Digitalization in Fashion,Phygitalization (Combining Physical + Digital),",4.5,25.0,Coursera,,
"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",Computer Science,Algorithms,"Data Structure,Algorithms,Np-Completeness,Dynamic Programming,",4.8,788.0,Coursera,,
Construction Cost Estimating and Cost Control,Business,Business Strategy,"Cash Flow,Cost,Cost Control,Cost Estimate,",4.7,1803.0,Coursera,,
Sesenta años de inteligencia artificial,Computer Science,Algorithms,,4.8,360.0,Coursera,,
Securing Investment Returns in the Long Run,Business,Finance,"Investment Management,Sustainability,Finance,Socially Responsible Investing,",4.8,1135.0,Coursera,,
Introduction to Networking and Storage,Information Technology,Networking,"Cloud Storage,Network Troubleshooting,Network Architecture,Networking Hardware,Wireless Networks,",4.7,208.0,Coursera,,
Supply Market Analysis,Business,Leadership and Management,,4.8,95.0,Coursera,,
"Clinical Trials Analysis, Monitoring, and Presentation",Health,Public Health,"Data Analysis,Communication,Sample Size Determination,Monitoring,Research Methods,",4.7,13.0,Coursera,,
Corporate Finance I: Measuring and Promoting Value Creation,Business,Finance,"Corporate Finance,Project,Finance,Mergers And Acquisitions (M&A),",4.7,1077.0,Coursera,,
"DevOps on AWS: Code, Build, and Test",Computer Science,Software Development,"Devops,Test Automation,AWS cloud,",4.6,152.0,Coursera,,
Cluster Analysis in Data Mining,Data Science,Data Analysis,"Cluster Analysis,Data Clustering Algorithms,K-Means Clustering,Hierarchical Clustering,",4.5,400.0,Coursera,,
Entrepreneurship 3: Growth Strategies,Business,Entrepreneurship,"Strategic Management,Growth Strategies,Marketing,Entrepreneurship,",4.8,1368.0,Coursera,,
Mediation and Conflict Resolution,Business,Leadership and Management,,4.7,394.0,Coursera,,
Writing and Editing: Revising,Personal Development,Personal Development,"Persuasion,Creativity,Writing,Time management,Editing,",4.8,314.0,Coursera,,
Game Design and Development 5: Capstone Project,Computer Science,Software Development,"Video Game Development,Unity,Game Design,technology,Game Making,",4.8,28.0,Coursera,,
Introduction to Data Analysis Using Excel,Data Science,Data Analysis,"Lookup Table,Data Analysis,Microsoft Excel,Pivot Table,",4.7,9892.0,Coursera,,
Build Your Professional ePortfolio in English,Language Learning,Learning English,,4.7,1542.0,Coursera,,
Prediction and Control with Function Approximation,Data Science,Machine Learning,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,",4.8,763.0,Coursera,,
Inferential and Predictive Statistics for Business,Business,Business Essentials,"Statistical Inference,Statistical Analysis,Statistical Hypothesis Testing,",4.8,831.0,Coursera,,
Six Sigma Tools for Define and Measure,Business,Business Essentials,,4.6,2246.0,Coursera,,
Genome Assembly Programming Challenge,Computer Science,Algorithms,"Data Structure,Algorithms,Algorithm Design,String (Computer Science),",4.5,311.0,Coursera,,
The Business of Social,Business,Marketing,"Social Marketing,Social Media Marketing,Social Media,A/B Testing,",4.7,781.0,Coursera,,
Managing Big Data in Clusters and Cloud Storage,Data Science,Data Analysis,"Data Management,Distributed File Systems,Cloud Storage,Big Data,SQL,",4.7,285.0,Coursera,,
"Sampling People, Networks and Records",Health,Psychology,,4.4,95.0,Coursera,,
Advanced Competitive Strategy,Business,Business Strategy,"Pricing,Strategic Management,Marketing,Competitiveness,",4.7,849.0,Coursera,,
Digital Thread: Implementation,Physical Science and Engineering,Mechanical Engineering,,4.7,451.0,Coursera,,
Enterprise and Infrastructure Security,Computer Science,Computer Security and Networks,,4.7,554.0,Coursera,,
