Title,Category,Sub-Category,Skills,Rating,Number of viewers,Site,Level,Price
Python Data Structures,Computer Science,Software Development,"Python Syntax And Semantics,Data Structure,Tuple,Python Programming,",4.9,92485.0,Coursera,,
Behavioral Finance,Business,Finance,"Decision-Making,Behavioral Finance,Cognitive Bias,Behavioral Economics,",4.4,3609.0,Coursera,,
Calculus for Machine Learning and Data Science,Computer Science,Algorithms,"Calculus,Mathematical Optimization,Gradient Descent,Machine Learning,Newton'S Method,",4.8,110.0,Coursera,,
Introduction to Data Engineering,Information Technology,Data Management,"Data Science,Database (DBMS),NoSQL,SQL,",4.7,1675.0,Coursera,,
Finance for Non-Finance Professionals,Business,Finance,"Financial Accounting,Capital Budgeting,Corporate Finance,Finance,",4.8,2490.0,Coursera,,
Essentials in Clinical Simulations Across the Health Professions,Health,Healthcare Management,"Nursing,healthcare,Debriefing,INACSL Standards,Clinical Simulation,",4.8,917.0,Coursera,,
Microeconomics Principles,Social Sciences,Economics,"Economics,Critical Thinking,Microeconomics,Economic Analysis,",4.8,2701.0,Coursera,,
Forensic Accounting and Fraud Examination,Business,Finance,"Fraud Detection,Internal Control,Fraud Investigation,Forensic Accounting,",4.7,5096.0,Coursera,,
Design and Interpretation of Clinical Trials,Health,Research,"Clinical Research,Trial Design,Clinical Trial Design,Clinical Trial Management,",4.7,4133.0,Coursera,,
Customer Analytics,Business,Business Strategy,"Predictive Analytics,Customer Analytics,Regression Analysis,Marketing Performance Measurement And Management,",4.6,11354.0,Coursera,,
"Introduction to Financial Analysis - The ""Why?""",Business,Business Essentials,"Risk,Financial Analysis,Financial Statement,Accounting,Finance,",4.7,50.0,Coursera,,
AWS Cloud Technical Essentials,Information Technology,Cloud Computing,"AWS Identity and Access Management,Networking on AWS,AWS Management Console,Cloud Computing,aws security,",4.8,3455.0,Coursera,,
Conduct UX Research and Test Early Concepts,Computer Science,Design and Product,"User Experience (UX),Usability Testing,UX Research,Prototype,User Experience Design (UXD),",4.8,3617.0,Coursera,,
Customer Service Fundamentals,Information Technology,Support and Operations,"Process Management,Communication,Problem Solving,IT Customer Support,",4.8,1331.0,Coursera,,
Data Management for Clinical Research,Health,Research,"Survey Design,Data Collection,Data Management,Clinical Data Management,",4.7,1431.0,Coursera,,
Fundamentals of Graphic Design,Arts and Humanities,Music and Art,"Creativity,Graphics,Design Theory,Color Theory,",4.8,16200.0,Coursera,,
Build Basic Generative Adversarial Networks (GANs),Data Science,Machine Learning,"Controllable Generation,WGANs,Conditional Generation,Components of GANs,DCGANs,",4.7,1698.0,Coursera,,
English for Career Development,Language Learning,Learning English,"Communication,English Language,Career Development,Writing,",4.8,14019.0,Coursera,,
Project Launch,Business,Leadership and Management,"Project Management,Scope (Project Management),Communication,Work Breakdown Structure,",4.7,238.0,Coursera,,
Introduction to Calculus,Math and Logic,Math and Logic,"logic,Mathematics,Calculus,",4.8,3291.0,Coursera,,
Natural Language Processing with Probabilistic Models,Data Science,Machine Learning,"Word2vec,Parts-of-Speech Tagging,N-gram Language Models,Autocorrect,",4.7,1505.0,Coursera,,
Computational Thinking for Problem Solving,Computer Science,Algorithms,"Simple Algorithm,Python Programming,Problem Solving,Computation,",4.7,1257.0,Coursera,,
Data Visualization and Dashboards with Excel and Cognos,Data Science,Data Analysis,"Microsoft Excel,Data Analysis,Data Visualization (DataViz),IBM Cognos Analytics,Dashboard,",4.7,2606.0,Coursera,,
Introduction to Python Programming,Computer Science,Software Development,"Python Tools,Python Syntax And Semantics,Programming Principles,Python Programming,Computer Programming,",4.4,846.0,Coursera,,
Assets in Accounting,Business,Business Essentials,"Accounts receivable and cash receipts,Inventory costing methods,PP&E Accounting,Asset Accounting,Depreciation,",4.4,641.0,Coursera,,
Doing more with Google Sheets,Business,Business Essentials,"Spreadsheet,Google Sheets,Data Analysis,Data Reporting,Data Visualization (DataViz),",4.6,1293.0,Coursera,,
Contabilidad para no contadores,Business,Finance,"Financial Accounting,Accounting,Financial Statement,Interpretation,",4.8,8228.0,Coursera,,
Convolutional Neural Networks in TensorFlow,Data Science,Machine Learning,"Inductive Transfer,Augmentation,Dropouts,Machine Learning,Tensorflow,",4.7,7721.0,Coursera,,
Go Beyond the Numbers: Translate Data into Insights,Data Science,Data Analysis,"Python Programming,Tableau Software,Data Visualization (DataViz),Effective Communication,Exploratory Data Analysis,",4.8,35.0,Coursera,,
Animal Behaviour and Welfare,Health,Animal Health,"Animal,Animal Behavior,Veterinary,Dog,",4.8,4718.0,Coursera,,
Understanding Clinical Research: Behind the Statistics,Health,Research,"Clinical Research,Statistics,Statistical Analysis,Statistical Hypothesis Testing,",4.8,3131.0,Coursera,,
Introduction to Mathematical Thinking,Math and Logic,Math and Logic,"Number Theory,Real Analysis,Mathematical Logic,Language,",4.8,2510.0,Coursera,,
Circular Economy - Sustainable Materials Management,Physical Science and Engineering,Environmental Science and Sustainability,"Business Model,Environmental Policy,Business Analysis,Material Design,Policy Analysis,",4.8,1674.0,Coursera,,
Addiction Treatment: Clinical Skills for Healthcare Providers,Health,Patient Care,"Substance Use Disorder Treatment,Substance Use Disorder Prevention,Substance Use Disorder Screening,Substance Use Disorder,Substance Use Disorder Diagnosis,",4.8,1572.0,Coursera,,
Machine Learning Data Lifecycle in Production,Data Science,Machine Learning,"ML Metadata,Convolutional Neural Network,TensorFlow Extended (TFX),Data Validation,Data transformation,",4.3,635.0,Coursera,,
"Information Systems Auditing, Controls and Assurance",Information Technology,Security,"Information Security (INFOSEC),Information Technology (IT) Management,Audit,Risk Management,Change Management,",4.7,2801.0,Coursera,,
Python and Statistics for Financial Analysis,Business,Finance,"Statistical Analysis,Financial Analysis,Financial Data Analysis,Python Programming,Data Visualization (DataViz),",4.4,3708.0,Coursera,,
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Computer Science,Algorithms,"Logic Gate,Computer Architecture,Assembly Languages,Hardware Description Language (HDL),",4.9,3352.0,Coursera,,
Introduction to DevOps,Computer Science,Software Development,"Test-Driven Development,CI/CD,Behavior-Driven Development,Devops,",4.8,1411.0,Coursera,,
International Humanitarian Law in Theory and Practice,Social Sciences,Law,"International Humanitarian Law,International Law,Law,",4.8,1493.0,Coursera,,
Think Outside the Inbox: Email Marketing,Business,Marketing,"Email Writing,Email list segmentation,Email marketing strategy,Email marketing analytics,Contact management,",4.8,879.0,Coursera,,
Introduction to Software Engineering,Computer Science,Software Development,"Basic programming concepts,Careers in software engineering,Programming languages and frameworks,The Software Development Lifecycle (SDLC),Software Architecture,",4.7,155.0,Coursera,,
Introduction to Medical Software,Computer Science,Design and Product,"Software Testing,Software Design,Entrepreneurship,Medical Software,User Research,",4.8,74.0,Coursera,,
Introduction to Finance: The Basics,Business,Finance,"Financial Management,Finance,Future Value,Leadership And Management,",4.7,268.0,Coursera,,
Natural Language Processing with Attention Models,Data Science,Machine Learning,"Reformer Models,Neural Machine Translation,Chatterbot,T5+BERT Models,Attention Models,",4.3,861.0,Coursera,,
Introduction to Technical Support,Information Technology,Support and Operations,"Information Technology,Customer Service,Ticketing Systems,Service Level Agreements,Technical Support,",4.8,349.0,Coursera,,
Entrepreneurship 1: Developing the Opportunity,Business,Finance,"Discovery-Driven Planning,Elevator Pitch,Planning,Entrepreneurship,",4.8,4064.0,Coursera,,
Vital Signs: Understanding What the Body Is Telling Us,Health,Patient Care,"Dolor Assessment,Metabolic Pathways,Vital Signs,Pain Management,",4.8,5805.0,Coursera,,
International Leadership and Organizational Behavior,Business,Leadership and Management,"Social Network,Leadership,Management,Cross-Cultural Communication,",4.8,2889.0,Coursera,,
An Introduction to Consumer Neuroscience & Neuromarketing,Business,Leadership and Management,"Consumer Behaviour,Marketing,Consumer Neuroscience,Neuromarketing,",4.7,2957.0,Coursera,,
Create High-Fidelity Designs and Prototypes in Figma,Computer Science,Design and Product,"User Experience (UX),mockup,Figma,Prototype,User Experience Design (UXD),",4.8,2704.0,Coursera,,
Improving Communication Skills,Personal Development,Personal Development,"goal setting,Communication,Negotiation,Deception,",4.7,1806.0,Coursera,,
The Manager's Toolkit: A Practical Guide to Managing People at Work,Business,Leadership and Management,"Decision-Making,Leadership,Management,Performance Management,",4.7,3351.0,Coursera,,
Health Behavior Change: From Evidence to Action,Health,Public Health,"health practices,behavioral psychology,Public Health,Mental Health,health psychology,",4.8,287.0,Coursera,,
Programming with JavaScript,Computer Science,Mobile and Web Development,"Test-Driven Development,JavaScript,Front-End Web Development,Object-Oriented Programming (OOP),",4.7,1860.0,Coursera,,
Clinical Terminology for International and U.S. Students,Health,Patient Care,"English Language,Clinical Experience,Vital Signs,Medical Device,",4.8,2881.0,Coursera,,
Réussir le Changement,Business,Leadership and Management,"Change Management,Communication,Management,Communications Management,",4.5,1842.0,Coursera,,
Positive Psychology: Martin E. P. Seligman’s Visionary Science,Health,Psychology,"Character Strengths And Virtues,Gratitude,Positive Education,Positive Psychology,",4.9,5529.0,Coursera,,
"Aspectos básicos: Datos, datos, en todas partes",Data Science,Data Analysis,"Visualización de Datos (DataViz),Limpieza de datos,Hoja de cálculo,análisis de datos,SQL,",4.8,2934.0,Coursera,,
Fundamentals of Reinforcement Learning,Data Science,Machine Learning,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,",4.8,2552.0,Coursera,,
Dino 101: Dinosaur Paleobiology,Health,Basic Science,"Biodiversity,Biology,Evolution,Paleontology,",4.9,3269.0,Coursera,,
Fundamentos de la gestión de proyectos,Business,Leadership and Management,"Gestión de proyectos,Cultura de la organización,Pensamiento estratégico,desarrollo profesional,gestión de cambios,",4.9,3097.0,Coursera,,
Introducción a la programación en Python I: Aprendiendo a programar con Python,Computer Science,Software Development,"Computer Programming,Python Programming,List & Label,Programming Language,",4.4,3982.0,Coursera,,
Fundamentals of Music Theory,Arts and Humanities,Music and Art,"Scales,Notation,Harmony,Rhythm,Chords,",4.5,1647.0,Coursera,,
Oil & Gas Industry Operations and Markets,Physical Science and Engineering,Environmental Science and Sustainability,"Energy,Geology,Directional Drilling,Enhanced Oil Recovery,",4.8,5456.0,Coursera,,
Data Visualization with Python,Data Science,Data Analysis,"Dashboards and Charts,dash,Python Programming,Matplotlib,Data Visualization (DataViz),",4.5,10834.0,Coursera,,
Sales and CRM Overview,Business,Business Essentials,"CRM,Sales Operations,Sales,Salesforce Sales Cloud,Salesforce,",4.6,592.0,Coursera,,
Mathematics for Machine Learning: Linear Algebra,Data Science,Machine Learning,"Eigenvalues And Eigenvectors,Basis (Linear Algebra),Transformation Matrix,Linear Algebra,",4.7,11522.0,Coursera,,
Introduction to Corporate Finance,Business,Finance,"Discounted Cash Flow,Decision-Making,Corporate Finance,Cash Flow Analysis,",4.6,5675.0,Coursera,,
How to Manage a Remote Team,Business,Leadership and Management,"Business Transformation,Business Strategy,Leadership And Management,Human Resources (HR),Remote work,",4.8,833.0,Coursera,,
Construction Project Management,Business,Business Strategy,"Project Management,Construction Management,Work Breakdown Structure,Project Planning,",4.8,5908.0,Coursera,,
Science of Exercise,Health,Basic Science,"Training,Nutrition,Fitness And Nutrition,Public Health,",4.8,4295.0,Coursera,,
"Sequences, Time Series and Prediction",Data Science,Machine Learning,"Forecasting,Machine Learning,Tensorflow,Time Series,prediction,",4.7,4741.0,Coursera,,
Supply Chain Principles,Business,Business Essentials,"Procurement,Supply Chain,Transporting,",4.6,1912.0,Coursera,,
SAP Professional Fundamentals,Business,Leadership and Management,"Client Research and Analysis,Business Transformation,Planning and Project Management,Communication and Engagement,Systems and Design Thinking,",4.8,125.0,Coursera,,
Visualizing the Living Body: Diagnostic Imaging,Health,Patient Care,"Anatomy,radiography,Medicine,human anatomy,",4.8,122.0,Coursera,,
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,Data Science,Probability and Statistics,"Instrumental Variable,Propensity Score Matching,Causal Inference,Causality,",4.7,498.0,Coursera,,
Excel Skills for Business: Intermediate I,Business,Business Essentials,"Concatenation,Microsoft Excel,Consolization,Pivot Table,Pivot Chart,",4.9,15976.0,Coursera,,
Natural Language Processing in TensorFlow,Data Science,Machine Learning,"Natural Language Processing,Tokenization,Machine Learning,Tensorflow,RNNs,",4.6,6166.0,Coursera,,
Write A Feature Length Screenplay For Film Or Television,Arts and Humanities,Music and Art,"Script Writing,Filmmaking,Screenwriting,Film and Televison Writing,Creative Writing,",4.6,175.0,Coursera,,
ADHD: Everyday Strategies for Elementary Students,Social Sciences,Education,"Teaching,Communication,Planning,Attention Deficit Hyperactivity Disorder (ADHD),",4.7,2046.0,Coursera,,
Financial Accounting Fundamentals,Business,Business Essentials,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",4.8,2362.0,Coursera,,
Introduction to Programming with MATLAB,Computer Science,Software Development,"Computer Programming,Problem Solving,Matlab,Programming Language,",4.8,16892.0,Coursera,,
